,album_title,track_specific_info,version_ids,has_track_specific_info_in_release_credits,title,track_artist,album,labels,release_year,instruments,genre,format,countries_of_release,catalog_numbers,requires_manual_check,id_str,url,position,release_id,duration
465,Triumph / Destiny,,"12249862, 8290247, 11892175, 15506517, 14327711",True,Destiny,The Jacksons,Triumph / Destiny,"Legacy, Epic",2009,"Arranged By [Rhythm Arrangement], Keyboards",Funk / Soul,"CD, Box Set",US,88697433202,False,Destiny in Triumph / Destiny,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,2-5,12249862,4:53
466,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Destiny,The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Destiny in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,,8290247,
467,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Destiny,The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Destiny in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,1-5,8290247,4:53
468,Triumph / Destiny,,"12249862, 8290247, 11892175, 15506517, 14327711",True,Everybody,The Jacksons,Triumph / Destiny,"Legacy, Epic",2009,Keyboards,Funk / Soul,"CD, Box Set",US,88697433202,False,Everybody in Triumph / Destiny,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,1-4,12249862,5:00
469,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Everybody,The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Everybody in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,2-4,8290247,5:00
470,Triumph / Destiny,,"12249862, 8290247, 11892175, 15506517, 14327711",True,Give It Up,The Jacksons,Triumph / Destiny,"Legacy, Epic",2009,Keyboards,Funk / Soul,"CD, Box Set",US,88697433202,False,Give It Up in Triumph / Destiny,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,1-8,12249862,4:21
471,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Give It Up,The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Give It Up in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,2-8,8290247,4:21
472,Triumph / Destiny,,"12249862, 8290247, 11892175, 15506517, 14327711",True,Lovely One,The Jacksons,Triumph / Destiny,"Legacy, Epic",2009,Keyboards,Funk / Soul,"CD, Box Set",US,88697433202,False,Lovely One in Triumph / Destiny,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,1-2,12249862,4:51
473,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Lovely One,The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Lovely One in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,2-2,8290247,4:51
474,Triumph / Destiny,,"12249862, 8290247, 11892175, 15506517, 14327711",True,Push Me Away,The Jacksons,Triumph / Destiny,"Legacy, Epic",2009,"Arranged By [Rhythm Arrangement], Keyboards",Funk / Soul,"CD, Box Set",US,88697433202,False,Push Me Away in Triumph / Destiny,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,2-2,12249862,4:19
475,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Push Me Away,The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Push Me Away in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,1-2,8290247,4:19
476,Triumph / Destiny,,"12249862, 8290247, 11892175, 15506517, 14327711",True,Shake Your Body (Down To The Ground),The Jacksons,Triumph / Destiny,"Legacy, Epic",2009,"Arranged By [Rhythm Arrangement], Keyboards, Synthesizer",Funk / Soul,"CD, Box Set",US,88697433202,False,Shake Your Body (Down To The Ground) in Triumph / Destiny,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,2-4,12249862,8:01
477,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Shake Your Body (Down To The Ground),The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Shake Your Body (Down To The Ground) in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,1-4,8290247,8:01
478,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Shake Your Body (Down To The Ground) (John Luongo Disco Mix),The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Shake Your Body (Down To The Ground) (John Luongo Disco Mix) in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,1-10,8290247,8:38
479,Triumph / Destiny,,"12249862, 8290247, 11892175, 15506517, 14327711",True,That's What You Get (For Being Polite),The Jacksons,Triumph / Destiny,"Legacy, Epic",2009,"Arranged By [Rhythm Arrangement], Keyboards, Synthesizer",Funk / Soul,"CD, Box Set",US,88697433202,False,That's What You Get (For Being Polite) in Triumph / Destiny,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,2-8,12249862,4:59
480,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,That's What You Get (For Being Polite),The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,That's What You Get (For Being Polite) in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,1-8,8290247,4:59
481,Triumph / Destiny,,"12249862, 8290247, 11892175, 15506517, 14327711",True,Things I Do For You,The Jacksons,Triumph / Destiny,"Legacy, Epic",2009,"Arranged By [Rhythm Arrangement], Keyboards",Funk / Soul,"CD, Box Set",US,88697433202,False,Things I Do For You in Triumph / Destiny,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,2-3,12249862,4:06
482,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Things I Do For You,The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Things I Do For You in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,1-3,8290247,4:06
483,Triumph / Destiny,,"12249862, 8290247, 11892175, 15506517, 14327711",True,This Place Hotel (A/K/A Heartbreak Hotel),The Jacksons,Triumph / Destiny,"Legacy, Epic",2009,Keyboards,Funk / Soul,"CD, Box Set",US,88697433202,False,This Place Hotel (A/K/A Heartbreak Hotel) in Triumph / Destiny,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,1-5,12249862,5:44
484,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,This Place Hotel (A/K/A Heartbreak Hotel),The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,This Place Hotel (A/K/A Heartbreak Hotel) in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,2-5,8290247,5:44
485,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,This Place Hotel (A/K/A Heartbreak Hotel) (Single Version),The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,This Place Hotel (A/K/A Heartbreak Hotel) (Single Version) in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,2-10,8290247,4:54
486,Triumph / Destiny,,"12249862, 8290247, 11892175, 15506517, 14327711",True,Time Waits For No One,The Jacksons,Triumph / Destiny,"Legacy, Epic",2009,Keyboards,Funk / Soul,"CD, Box Set",US,88697433202,False,Time Waits For No One in Triumph / Destiny,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,1-6,12249862,3:24
487,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Time Waits For No One,The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Time Waits For No One in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,2-6,8290247,3:24
488,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Triumph,The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Triumph in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,,8290247,
489,Triumph / Destiny,,"12249862, 8290247, 11892175, 15506517, 14327711",True,Walk Right Now,The Jacksons,Triumph / Destiny,"Legacy, Epic",2009,"Synthesizer, Keyboards",Funk / Soul,"CD, Box Set",US,88697433202,False,Walk Right Now in Triumph / Destiny,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,1-7,12249862,6:29
490,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Walk Right Now,The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Walk Right Now in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,2-7,8290247,6:29
491,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Walk Right Now (John Luongo Disco Mix),The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Walk Right Now (John Luongo Disco Mix) in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,2-11,8290247,7:37
492,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Walk Right Now (John Luongo Instrumental Mix),The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Walk Right Now (John Luongo Instrumental Mix) in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,2-12,8290247,6:58
493,Triumph / Destiny,,"12249862, 8290247, 11892175, 15506517, 14327711",True,Wondering Who,The Jacksons,Triumph / Destiny,"Legacy, Epic",2009,Keyboards,Funk / Soul,"CD, Box Set",US,88697433202,False,Wondering Who in Triumph / Destiny,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,1-9,12249862,4:19
494,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Wondering Who,The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Wondering Who in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,2-9,8290247,4:19
495,Triumph / Destiny,,"12249862, 8290247, 11892175, 15506517, 14327711",True,Your Ways,The Jacksons,Triumph / Destiny,"Legacy, Epic",2009,Keyboards,Funk / Soul,"CD, Box Set",US,88697433202,False,Your Ways in Triumph / Destiny,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,1-3,12249862,4:32
496,Triumph / Destiny,Producer [Associate] -> tracks: 2-1 to 2-12,"12249862, 8290247, 11892175, 15506517, 14327711",True,Your Ways,The Jacksons,Triumph / Destiny,"Sony BMG Music Entertainment, Epic, Legacy, Sony Music",2010,Producer [Associate],Funk / Soul,"CD, Box Set",Europe,88697743812,True,Your Ways in Triumph / Destiny,https://www.discogs.com/release/8290247-The-Jacksons-Destiny-Triumph,2-3,8290247,4:32
497,Sound Advice,,2974173,False,A Little Bit Of Love,The Jacksons,Sound Advice,"Legacy, Epic",2009,,Funk / Soul,"CD, Box Set",US,88697433202,False,A Little Bit Of Love in Sound Advice,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,8,12249862,4:37
498,Sound Advice,,2974173,False,By The Grace Of God,The Jacksons,Sound Advice,"Legacy, Epic",2009,,Funk / Soul,"CD, Box Set",US,88697433202,False,By The Grace Of God in Sound Advice,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,2,12249862,3:35
499,Sound Advice,,2974173,False,Enjoy The Silence,The Jacksons,Sound Advice,"Legacy, Epic",2009,,Funk / Soul,"CD, Box Set",US,88697433202,False,Enjoy The Silence in Sound Advice,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,12,12249862,4:45
500,Sound Advice,,2974173,False,Give It Up,The Jacksons,Sound Advice,"Legacy, Epic",2009,,Funk / Soul,"CD, Box Set",US,88697433202,False,Give It Up in Sound Advice,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,10,12249862,4:28
501,Sound Advice,,2974173,False,Gotta Serve Somebody,The Jacksons,Sound Advice,"Legacy, Epic",2009,,Funk / Soul,"CD, Box Set",US,88697433202,False,Gotta Serve Somebody in Sound Advice,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,6,12249862,8:11
502,Sound Advice,,2974173,False,Lean On Me,The Jacksons,Sound Advice,"Legacy, Epic",2009,,Funk / Soul,"CD, Box Set",US,88697433202,False,Lean On Me in Sound Advice,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,9,12249862,6:42
503,Sound Advice,,2974173,False,Let 'Em In,The Jacksons,Sound Advice,"Legacy, Epic",2009,,Funk / Soul,"CD, Box Set",US,88697433202,False,Let 'Em In in Sound Advice,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,5,12249862,4:41
504,Sound Advice,,2974173,False,My Way,The Jacksons,Sound Advice,"Legacy, Epic",2009,,Funk / Soul,"CD, Box Set",US,88697433202,False,My Way in Sound Advice,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,11,12249862,5:15
505,Sound Advice,,2974173,False,Round And Round,The Jacksons,Sound Advice,"Legacy, Epic",2009,,Funk / Soul,"CD, Box Set",US,88697433202,False,Round And Round in Sound Advice,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,3,12249862,4:30
506,Sound Advice,,2974173,False,Vincent,The Jacksons,Sound Advice,"Legacy, Epic",2009,,Funk / Soul,"CD, Box Set",US,88697433202,False,Vincent in Sound Advice,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,7,12249862,6:30
507,Sound Advice,,2974173,False,You Can't Always Get What You Want,The Jacksons,Sound Advice,"Legacy, Epic",2009,,Funk / Soul,"CD, Box Set",US,88697433202,False,You Can't Always Get What You Want in Sound Advice,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,4,12249862,7:10
508,Sound Advice,,2974173,False,You Gotta Be,The Jacksons,Sound Advice,"Legacy, Epic",2009,,Funk / Soul,"CD, Box Set",US,88697433202,False,You Gotta Be in Sound Advice,https://www.discogs.com/release/12249862-The-Jacksons-Triumph-Destiny,1,12249862,4:58
509,Scream,,"10932226, 10964003, 14473981, 10965035, 12776332, 10951949, 11161775, 10913842, 14621109, 11369782, 11017686, 11407640, 20972698, 12845852, 11241181, 10915774, 11325855",False,Leave Me Alone,Michael Jackson,Scream,"MJJ Productions, Sony Music, Legacy, Epic",2017,Synthesizer,"Pop, Funk / Soul, Rock",CD,Canada,88985480612,False,Leave Me Alone in Scream,https://www.discogs.com/release/10964003-Michael-Jackson-Scream,7,10964003,4:40
510,Scream,,"10932226, 10964003, 14473981, 10965035, 12776332, 10951949, 11161775, 10913842, 14621109, 11369782, 11017686, 11407640, 20972698, 12845852, 11241181, 10915774, 11325855",False,This Place Hotel,Michael Jackson,Scream,"MJJ Productions, Sony Music, Legacy, Epic",2017,"Producer, Keyboards","Pop, Funk / Soul, Rock",CD,Canada,88985480612,False,This Place Hotel in Scream,https://www.discogs.com/release/10964003-Michael-Jackson-Scream,1,10964003,5:44
511,Scream,,"10932226, 10964003, 14473981, 10965035, 12776332, 10951949, 11161775, 10913842, 14621109, 11369782, 11017686, 11407640, 20972698, 12845852, 11241181, 10915774, 11325855",False,Thriller,Michael Jackson,Scream,"MJJ Productions, Sony Music, Legacy, Epic",2017,Synthesizer,"Pop, Funk / Soul, Rock",CD,Canada,88985480612,False,Thriller in Scream,https://www.discogs.com/release/10964003-Michael-Jackson-Scream,2,10964003,5:58
512,Triumph,,"18738688, 8667653, 9793030, 4700682, 909327, 12382237, 4155425, 3441698, 14897192, 4295735, 8922172, 8904768, 1900608, 266314, 1677912, 5119064, 6763610, 4155997, 4821608, 3410537, 12873834, 677993, 9374842, 6205563, 3777661, 11754127, 11805842, 1844896, 14093473, 8530095, 647347, 15395531, 5704917, 6145238, 7637719, 5208798, 13481185, 480993, 5673707, 8990956, 6394099, 14614271, 15546637, 5657885, 11427648, 10412353, 6944068, 16290122, 5194067, 1934675, 19556695, 14549336, 1828192, 21730660, 6379369, 15727475, 8351604, 712064, 4045697, 7401347, 2665860, 1732486, 9262472, 14425482, 2241418, 11267981, 4112785, 2463648, 14495654, 20095927, 10639803, 10787264, 415170, 3773900, 14609870, 10397647, 12636117, 6115285, 18669022, 2004447, 14896614, 9054204",False,Can You Feel It,The Jacksons,Triumph,Epic,1980,"Producer [Associate], Keyboards",Funk / Soul,Vinyl,US,FE 36424,False,Can You Feel It in Triumph,https://www.discogs.com/release/266314-The-Jacksons-Triumph,A1,266314,5:58
513,Triumph,,"18738688, 8667653, 9793030, 4700682, 909327, 12382237, 4155425, 3441698, 14897192, 4295735, 8922172, 8904768, 1900608, 266314, 1677912, 5119064, 6763610, 4155997, 4821608, 3410537, 12873834, 677993, 9374842, 6205563, 3777661, 11754127, 11805842, 1844896, 14093473, 8530095, 647347, 15395531, 5704917, 6145238, 7637719, 5208798, 13481185, 480993, 5673707, 8990956, 6394099, 14614271, 15546637, 5657885, 11427648, 10412353, 6944068, 16290122, 5194067, 1934675, 19556695, 14549336, 1828192, 21730660, 6379369, 15727475, 8351604, 712064, 4045697, 7401347, 2665860, 1732486, 9262472, 14425482, 2241418, 11267981, 4112785, 2463648, 14495654, 20095927, 10639803, 10787264, 415170, 3773900, 14609870, 10397647, 12636117, 6115285, 18669022, 2004447, 14896614, 9054204",False,Everybody,The Jacksons,Triumph,Epic,1980,"Producer [Associate], Keyboards",Funk / Soul,Vinyl,US,FE 36424,False,Everybody in Triumph,https://www.discogs.com/release/266314-The-Jacksons-Triumph,A4,266314,5:01
514,Triumph,,"18738688, 8667653, 9793030, 4700682, 909327, 12382237, 4155425, 3441698, 14897192, 4295735, 8922172, 8904768, 1900608, 266314, 1677912, 5119064, 6763610, 4155997, 4821608, 3410537, 12873834, 677993, 9374842, 6205563, 3777661, 11754127, 11805842, 1844896, 14093473, 8530095, 647347, 15395531, 5704917, 6145238, 7637719, 5208798, 13481185, 480993, 5673707, 8990956, 6394099, 14614271, 15546637, 5657885, 11427648, 10412353, 6944068, 16290122, 5194067, 1934675, 19556695, 14549336, 1828192, 21730660, 6379369, 15727475, 8351604, 712064, 4045697, 7401347, 2665860, 1732486, 9262472, 14425482, 2241418, 11267981, 4112785, 2463648, 14495654, 20095927, 10639803, 10787264, 415170, 3773900, 14609870, 10397647, 12636117, 6115285, 18669022, 2004447, 14896614, 9054204",False,Give It Up,The Jacksons,Triumph,Epic,1980,"Producer [Associate], Keyboards",Funk / Soul,Vinyl,US,FE 36424,False,Give It Up in Triumph,https://www.discogs.com/release/266314-The-Jacksons-Triumph,B4,266314,4:20
515,Triumph,,"18738688, 8667653, 9793030, 4700682, 909327, 12382237, 4155425, 3441698, 14897192, 4295735, 8922172, 8904768, 1900608, 266314, 1677912, 5119064, 6763610, 4155997, 4821608, 3410537, 12873834, 677993, 9374842, 6205563, 3777661, 11754127, 11805842, 1844896, 14093473, 8530095, 647347, 15395531, 5704917, 6145238, 7637719, 5208798, 13481185, 480993, 5673707, 8990956, 6394099, 14614271, 15546637, 5657885, 11427648, 10412353, 6944068, 16290122, 5194067, 1934675, 19556695, 14549336, 1828192, 21730660, 6379369, 15727475, 8351604, 712064, 4045697, 7401347, 2665860, 1732486, 9262472, 14425482, 2241418, 11267981, 4112785, 2463648, 14495654, 20095927, 10639803, 10787264, 415170, 3773900, 14609870, 10397647, 12636117, 6115285, 18669022, 2004447, 14896614, 9054204",False,Heartbreak Hotel,The Jacksons,Triumph,Epic,1980,"Producer [Associate], Keyboards",Funk / Soul,Vinyl,US,FE 36424,False,Heartbreak Hotel in Triumph,https://www.discogs.com/release/266314-The-Jacksons-Triumph,B1,266314,5:44
516,Triumph,,"18738688, 8667653, 9793030, 4700682, 909327, 12382237, 4155425, 3441698, 14897192, 4295735, 8922172, 8904768, 1900608, 266314, 1677912, 5119064, 6763610, 4155997, 4821608, 3410537, 12873834, 677993, 9374842, 6205563, 3777661, 11754127, 11805842, 1844896, 14093473, 8530095, 647347, 15395531, 5704917, 6145238, 7637719, 5208798, 13481185, 480993, 5673707, 8990956, 6394099, 14614271, 15546637, 5657885, 11427648, 10412353, 6944068, 16290122, 5194067, 1934675, 19556695, 14549336, 1828192, 21730660, 6379369, 15727475, 8351604, 712064, 4045697, 7401347, 2665860, 1732486, 9262472, 14425482, 2241418, 11267981, 4112785, 2463648, 14495654, 20095927, 10639803, 10787264, 415170, 3773900, 14609870, 10397647, 12636117, 6115285, 18669022, 2004447, 14896614, 9054204",False,Lovely One,The Jacksons,Triumph,Epic,1980,"Producer [Associate], Keyboards",Funk / Soul,Vinyl,US,FE 36424,False,Lovely One in Triumph,https://www.discogs.com/release/266314-The-Jacksons-Triumph,A2,266314,4:51
517,Triumph,,"18738688, 8667653, 9793030, 4700682, 909327, 12382237, 4155425, 3441698, 14897192, 4295735, 8922172, 8904768, 1900608, 266314, 1677912, 5119064, 6763610, 4155997, 4821608, 3410537, 12873834, 677993, 9374842, 6205563, 3777661, 11754127, 11805842, 1844896, 14093473, 8530095, 647347, 15395531, 5704917, 6145238, 7637719, 5208798, 13481185, 480993, 5673707, 8990956, 6394099, 14614271, 15546637, 5657885, 11427648, 10412353, 6944068, 16290122, 5194067, 1934675, 19556695, 14549336, 1828192, 21730660, 6379369, 15727475, 8351604, 712064, 4045697, 7401347, 2665860, 1732486, 9262472, 14425482, 2241418, 11267981, 4112785, 2463648, 14495654, 20095927, 10639803, 10787264, 415170, 3773900, 14609870, 10397647, 12636117, 6115285, 18669022, 2004447, 14896614, 9054204",False,Time Waits For No One,The Jacksons,Triumph,Epic,1980,"Producer [Associate], Keyboards",Funk / Soul,Vinyl,US,FE 36424,False,Time Waits For No One in Triumph,https://www.discogs.com/release/266314-The-Jacksons-Triumph,B2,266314,3:23
518,Triumph,,"18738688, 8667653, 9793030, 4700682, 909327, 12382237, 4155425, 3441698, 14897192, 4295735, 8922172, 8904768, 1900608, 266314, 1677912, 5119064, 6763610, 4155997, 4821608, 3410537, 12873834, 677993, 9374842, 6205563, 3777661, 11754127, 11805842, 1844896, 14093473, 8530095, 647347, 15395531, 5704917, 6145238, 7637719, 5208798, 13481185, 480993, 5673707, 8990956, 6394099, 14614271, 15546637, 5657885, 11427648, 10412353, 6944068, 16290122, 5194067, 1934675, 19556695, 14549336, 1828192, 21730660, 6379369, 15727475, 8351604, 712064, 4045697, 7401347, 2665860, 1732486, 9262472, 14425482, 2241418, 11267981, 4112785, 2463648, 14495654, 20095927, 10639803, 10787264, 415170, 3773900, 14609870, 10397647, 12636117, 6115285, 18669022, 2004447, 14896614, 9054204",False,Walk Right Now,The Jacksons,Triumph,Epic,1980,"Producer [Associate], Keyboards",Funk / Soul,Vinyl,US,FE 36424,False,Walk Right Now in Triumph,https://www.discogs.com/release/266314-The-Jacksons-Triumph,B3,266314,6:28
519,Triumph,,"18738688, 8667653, 9793030, 4700682, 909327, 12382237, 4155425, 3441698, 14897192, 4295735, 8922172, 8904768, 1900608, 266314, 1677912, 5119064, 6763610, 4155997, 4821608, 3410537, 12873834, 677993, 9374842, 6205563, 3777661, 11754127, 11805842, 1844896, 14093473, 8530095, 647347, 15395531, 5704917, 6145238, 7637719, 5208798, 13481185, 480993, 5673707, 8990956, 6394099, 14614271, 15546637, 5657885, 11427648, 10412353, 6944068, 16290122, 5194067, 1934675, 19556695, 14549336, 1828192, 21730660, 6379369, 15727475, 8351604, 712064, 4045697, 7401347, 2665860, 1732486, 9262472, 14425482, 2241418, 11267981, 4112785, 2463648, 14495654, 20095927, 10639803, 10787264, 415170, 3773900, 14609870, 10397647, 12636117, 6115285, 18669022, 2004447, 14896614, 9054204",False,Wondering Who,The Jacksons,Triumph,Epic,1980,"Producer [Associate], Keyboards",Funk / Soul,Vinyl,US,FE 36424,False,Wondering Who in Triumph,https://www.discogs.com/release/266314-The-Jacksons-Triumph,B5,266314,4:19
520,Triumph,,"18738688, 8667653, 9793030, 4700682, 909327, 12382237, 4155425, 3441698, 14897192, 4295735, 8922172, 8904768, 1900608, 266314, 1677912, 5119064, 6763610, 4155997, 4821608, 3410537, 12873834, 677993, 9374842, 6205563, 3777661, 11754127, 11805842, 1844896, 14093473, 8530095, 647347, 15395531, 5704917, 6145238, 7637719, 5208798, 13481185, 480993, 5673707, 8990956, 6394099, 14614271, 15546637, 5657885, 11427648, 10412353, 6944068, 16290122, 5194067, 1934675, 19556695, 14549336, 1828192, 21730660, 6379369, 15727475, 8351604, 712064, 4045697, 7401347, 2665860, 1732486, 9262472, 14425482, 2241418, 11267981, 4112785, 2463648, 14495654, 20095927, 10639803, 10787264, 415170, 3773900, 14609870, 10397647, 12636117, 6115285, 18669022, 2004447, 14896614, 9054204",False,Your Ways,The Jacksons,Triumph,Epic,1980,"Producer [Associate], Keyboards",Funk / Soul,Vinyl,US,FE 36424,False,Your Ways in Triumph,https://www.discogs.com/release/266314-The-Jacksons-Triumph,A3,266314,4:32
